0,1.0496346950531006,1.1662547588348389
1,1.0361436605453491,1.1558234691619873
2,1.029726266860962,1.1511956453323364
3,1.0262694358825684,1.1505123376846313
4,1.0231752395629883,1.1484946012496948
5,1.021835446357727,1.1476556062698364
6,1.0193345546722412,1.1469072103500366
7,1.0181571245193481,1.145797848701477
8,1.017171859741211,1.1454601287841797
9,1.0158352851867676,1.1444528102874756
10,1.0154551267623901,1.144661545753479
11,1.0147658586502075,1.1431576013565063
12,1.0136901140213013,1.1422719955444336
13,1.013421893119812,1.1421949863433838
14,1.012367606163025,1.1411362886428833
15,1.0117499828338623,1.1406910419464111
16,1.0116392374038696,1.1404575109481812
17,1.0110775232315063,1.1401432752609253
18,1.011313796043396,1.1397552490234375
19,1.0104900598526,1.1393085718154907
